C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_39_819.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_39_819.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_39_819.jpg, 0, 0, 0, 4.292573
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_39_924.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_39_924.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_39_924.jpg, 0, 0, 0, 4.249495
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_40_027.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_40_027.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_40_027.jpg, 0, 0, 0, 4.198371
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_40_140.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_40_140.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_40_140.jpg, 0, 0, 0, 4.156239
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_40_243.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_40_243.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_40_243.jpg, 0, 0, 0, 4.114528
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_40_349.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_40_349.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_40_349.jpg, 0, 0, 0, 4.06503
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_40_455.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_40_455.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_40_455.jpg, 0, 0, 0, 4.024235
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_40_568.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_40_568.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_40_568.jpg, 0, 0, 0, 3.975823
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_40_672.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_40_672.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_40_672.jpg, 0, 0.1428785, 0, 3.992235
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_40_776.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_40_776.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_40_776.jpg, 0, 0.4259695, 0, 4.329513
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_40_883.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_40_883.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_40_883.jpg, 0, 0.7477992, 0, 5.022763
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_40_984.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_40_984.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_40_984.jpg, 0, 1, 0, 6.062227
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_41_091.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_41_091.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_41_091.jpg, -0.3196378, 1, 0, 7.413691
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_41_191.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_41_191.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_41_191.jpg, -0.01820802, 1, 0, 8.54354
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_41_299.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_41_299.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_41_299.jpg, 0, 1, 0, 9.661818
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_41_407.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_41_407.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_41_407.jpg, 0, 1, 0, 10.99312
C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\center_2020_06_20_14_05_41_511.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\left_2020_06_20_14_05_41_511.jpg, C:\Users\prashany\Desktop\Coursera\Udemy_selfDrving\Data\IMG\right_2020_06_20_14_05_41_511.jpg, 0, 1, 0, 11.84234
